聖痕者	聖痕者（聖）【村人陣営[占:○][霊:○][数:○][狼:×][妖:×][呪:×]】\n聖なる痣がある村人です。\nオプションで【共鳴会話】をONにすると共鳴会話を使えるようになります。\n開始時の編成公開メッセージ直後\nあなたは 聖痕者1 です。\n
中身占い師	中身占い師（中）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n中身（プレイヤーID）を占うことができる人です。\nこの役職が編成に含まれると強制的にID公開オフになります。\nセットメッセージ\n妖精 めりー は 公式アカウント Twister の中身を占います。\n妖精 めりー は中身占い対象選択を取り消します。\n能力発動メッセージ\n妖精 めりー は、公式アカウント Twister の中身を占いました。\n公式アカウント Twister の中身は DUMMY のようです。\n妖精 めりー は、公式アカウント Twister の中身を占いました。(ランダム)\n公式アカウント Twister の中身は DUMMY のようです。\n邪魔狂人に邪魔された場合\n妖精 めりー は、公式アカウント Twister の中身を占いました。\nしかし何かの力に邪魔されました。\n妖精 めりー は、公式アカウント Twister の中身を占いました。(ランダム)\nしかし何かの力に邪魔されました。\n
キューピッド	キューピッド（Ｑ）【恋人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n恋のキューピッドです。第三陣営。初日に指定した二人（占い師や人狼相手にも撃つことが可能）へ矢を撃ち恋人にします。自分に矢を撃つことも可能です。\n自分が死んでも恋人が最後まで生き残れば勝ちです。\n自分に矢を打たなかった場合、恋人にした2人が死ぬと勝つことができなくなります。\nセットメッセージ\nバーテン なこる は 公式アカウント Twister と 管理者 あどみん に愛の矢を撃ちます。\nバーテン なこる は矢を撃つ対象選択を取り消します。\n能力発動メッセージ\nバーテン なこる は愛の矢を撃ちました。\n公式アカウント Twister と 管理者 あどみん は恋に落ちました。\nバーテン なこる は愛の矢を撃ちました。(ランダム)\n公式アカウント Twister と 管理者 あどみん は恋に落ちました。\n
求愛者	求愛者（求）【恋人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n自分ともう１人を恋人にします。ようするに強制的に自打ちになるキューピッドです。キューピッドと同陣営です。\nセットメッセージ\nヒロイン KL は 執務官 Rain に愛を求めます。\nヒロイン KL は求愛対象選択を取り消します。\n能力発動メッセージ\nヒロイン KL は 執務官 Rain に愛を求めました。\nヒロイン KL と 執務官 Rain は恋に落ちました。\nヒロイン KL は 執務官 Rain に愛を求めました。(ランダム)\nヒロイン KL と 執務官 Rain は恋に落ちました\n
邪魔狂人	邪魔狂人（邪）【人狼陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n邪魔狂人の能力の対象にされた占い師系職業は、その日の占いをおこなうことができません。邪魔対象が占い師系だったかどうかはわかりません。また、邪魔された側もだれが邪魔狂人かはわかりません。占いを邪魔された場合、妖魔を溶かすことはできません。\nその他勝利条件等は普通の狂人と同じです。\nセットメッセージ\nジャンキー ピノ は 公式アカウント Twister の邪魔をします。\nジャンキー ピノ は邪魔対象選択を取り消します。\n能力発動メッセージ\nジャンキー ピノ は、公式アカウント Twister の邪魔をしています。\nジャンキー ピノノ は、公式アカウント Twister の邪魔をしています。(ランダム)\n
烙印者	烙印者（烙）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n烙印があります。番号が無い聖痕者みたいなもの。\nオプションで【共鳴会話】をONにすると共鳴会話を使えるようになります。\n
風来狩人	風来狩人（風）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n基本は狩人です。風来狩人が護衛を成功させると護衛終了メッセージが出て、護衛成功対象には再び護衛することができません。\n護衛できない生存者はリストに【護衛終了】と表示されます。護衛できない対象はセットできません。\n別の狩人が護衛成功しても自身が成功していない限り護衛終了にはなりません。（元天国仕様と違って護衛成功が判別できます）\nセットメッセージ\nseto 瀬戸 は 携帯戦士 バラぽい を護衛します。\nseto 瀬戸 は護衛対象選択を取り消します。\n能力発動メッセージ\nseto 瀬戸 は、携帯戦士 バラぽい を護衛しています。\nseto 瀬戸 は、携帯戦士 バラぽい を護衛しています。(ランダム)\n護衛成功した場合\nseto 瀬戸 は、携帯戦士 バラぽい をもう護衛しません。\n
共鳴者	共鳴者（鳴）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n夜の間、相方と囁ける共有者です。\nオプションで【凄い共有能力】をONにすると共鳴者が1人しかいないとき自力で村陣営から1人を相方にします。（村人がいる場合村人を優先）\n相手には開始時にメッセージが飛ばされ共鳴能力を付加します。役職は変更されません。\n開始時の編成公開メッセージ直後\n1人の場合\nあなたは凄い共鳴者です。凄すぎて相方はいません。\n1人の場合（凄い共有能力ON時）\nあなたは凄い共鳴者です。凄すぎて相方を自力で見つけました。\nあなたと心を共鳴するのは 落ち葉 LEAF です。\n相手側表示\nあなたと心を共鳴するのは 魔法少女 しえすた です。\n2人以上の場合\nあなたと心を共鳴するのは、酒好き ほど です。\n
イタコ	イタコ（イ）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n夜の間、死者と会話ができます。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\n
蝙蝠	蝙蝠（蝙）【蝙蝠陣営】[占:○][霊:○][数:×][狼:×][妖:×][呪:×]\nどこにも属さない特殊な陣営です。\n最後まで生存していると勝利陣営に関係なく勝利になります。死亡していると勝利陣営に関係なく敗北になります。\n終了判定では人数に数えられません。\n
銀狼	銀狼（銀）【村人陣営】[占:●][霊:●][数:×][狼:×][妖:×][呪:×]\n村側に味方する人狼です。\n村側ですが占い/霊能ともに人狼と判定されます。終了判定では人狼にも人間にも数えません。\n人狼のささやきには参加出来ませんが任意で襲撃可能です。（但しお互い襲撃しあった場合は人狼が優先されます）\nセットメッセージ\n幼女 ようじょ は 公式アカウント Twister を襲撃します。\n幼女 ようじょ は襲撃対象選択を取り消します。\n幼女 ようじょ は襲撃しません。\n能力発動メッセージ\n幼女 ようじょ は、人狼猫 アイナス を襲撃します。\n幼女 ようじょ は、人狼猫 アイナス を襲撃します。(ランダム)\n
超人	超人（超）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n一度だけ襲撃を耐えられます。\n能力発動メッセージ\n乳首 つかにゃん は傷を負いましたが、なんとか撃退しました。\n
教祖	教祖（祖）【教祖陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n終了判定では人間として数えます。教祖が複数の場合はすべての教祖が同陣営です。\n1日に1人を信者にします。教祖を除くすべての生存者が信者になると村は終了します。その終了時点で恋人か勝利条件を満たした仇敵がいない場合教祖勝利になります。教祖は死んでいても構いません。\nオプションで【○○信者】をONにすると信者は発言の語尾に設定した単語が付加されます。\n教祖自身は自分を布教できません。他の教祖から布教されると信者になります。\nオプションで【カリスマ教祖】をONにすると【カリスマ率】に応じて信者もランダムに布教します。\nセットメッセージ\nほむほむ ほむら は 管理者 あどみん に布教します。\nほむほむ ほむら は布教対象選択を取り消します。\nほむほむ ほむら は布教しません。\n能力発動メッセージ\nほむほむ ほむら は、管理者 あどみん に布教を行いました。\n管理者 あどみん は信者になりました。\nほむほむ ほむら は、管理者 あどみん に布教を行いました。(ランダム)\n管理者 あどみん は信者になりました。\n
座敷童子	座敷童子（座）【村人陣営】[占:○][霊:○][数:×][狼:×][妖:×][呪:○]\n終了判定では人狼にも人間にも数えません。\n生存している間、【村人】（陣営ではなく役職）の投票が全員一票増えます。\nサブ役職が付いて陣営が変わっていたとしても【村人】なら一票増えることになります。\n占われると呪殺されて死んでしまいます。\n票数の増加は投票結果には表示されません。\n※この役職が編成に含まれると強制的に票数公開オフになります。\n
智狼	智狼（智）【人狼陣営】[占:●][霊:●][数:○][狼:○][妖:×][呪:×]\n襲撃が成功した場合、その人物の役職を知ることができる人狼です。\n能力発動メッセージ\n大泉 ガガガ は、狩人 だったようです。\n
餓狼	餓狼（餓）【人狼陣営】[占:●][霊:●][数:○][狼:○][妖:×][呪:×]\n餓えた人狼です。襲撃が失敗すると餓死します。\n仲間の人狼も襲撃対象としてセットできます。\n餓狼が妖魔を襲撃先としてセットしたときは妖魔も襲撃死します。（護衛されていた場合は失敗します。）\n餓狼がセットしなかった、もしくは自分のセット先と襲撃先が違った場合は通常通り襲撃が失敗します。\n襲撃失敗した場合\n襲撃に失敗して (・×・) ﾑﾘﾀﾞﾅ は、餓死しました。\n
一匹狼	一匹狼（一）【一匹狼陣営】[占:●][霊:●][数:○][狼:○][妖:×][呪:×]\n終了判定では人狼として数えます。一匹狼が複数の場合はすべての一匹狼が同陣営です。\n人狼のささやき(遠吠え)は使えません。\n一匹狼は人狼とは別に1日に1人を襲撃します。\n教祖が勝利条件を満たしていない状態で、恋人/仇敵/妖魔/人狼が全滅しており、一匹狼の人数が人間の人数と同数以上になれば一匹狼の勝利です。\n人狼→一匹狼、一匹狼→人狼、一匹狼→一匹狼の襲撃はすべて有効です。（但しお互い襲撃しあった場合は人狼が優先されます）\nセットメッセージ\n白玉 ニコヤカ は 公式アカウント Twister を襲撃します。\n白玉 ニコヤカ は襲撃対象選択を取り消します。\n能力発動メッセージ\n白玉 ニコヤカ は、人狼猫 アイナス を襲撃します。\n白玉 ニコヤカ は、人狼猫 アイナス を襲撃します。(ランダム)\n
殺人鬼	殺人鬼（殺）【殺人鬼陣営】[占:×][霊:○][数:○][狼:×][妖:×][呪:×]\n終了判定では人間として数えます。殺人鬼が複数の場合はすべての殺人鬼が同陣営です。\n殺人鬼は人狼とは別に1日に1人を襲撃します。\n教祖が勝利条件を満たしていない状態で、恋人/仇敵/妖魔/人狼/一匹狼が全滅していて、殺人鬼が生存していたら殺人鬼の勝利です。\n人狼→殺人鬼、殺人鬼→人狼、殺人鬼→殺人鬼の襲撃はすべて有効です。（但しお互い襲撃しあった場合は人狼が優先されます）\n一匹狼と違い人狼として数えないので人狼がいなくなると即座に終了します。\n占い結果は邪魔狂人に邪魔されたときと同様の結果になります。\nセットメッセージ\nOperaマスター asd は 公式アカウント Twister を襲撃します。\nOperaマスター asd は襲撃対象選択を取り消します。\n能力発動メッセージ\nOperaマスター asd は、人狼猫 アイナス を襲撃します。\nOperaマスター asd は、人狼猫 アイナス を襲撃します。(ランダム)\n
狐	狐（狐）【妖魔陣営】[占:○][霊:○][数:×][狼:×][妖:○][呪:×]\n人狼に襲撃されると死にますが占われても死なない妖魔です。\n
稲荷	稲荷（稲）【村人陣営】[占:○][霊:○][数:×][狼:×][妖:×][呪:○]\n村に味方する妖魔です。襲撃死せず占われると死にます。\n終了判定では人狼にも人間にも妖魔にも数えません。\n妖魔の念話はできませんが霊能能力を持っています。\n能力発動メッセージ(処刑、突然死メッセージ直後)\n管理者 あどみん は 人間 だったようです。\n人狼猫 アイナス は 人狼 だったようです。\n
猫又	猫又（猫）【村人陣営】[占:○][霊:○][数:×][狼:×][妖:×][呪:×]\n終了判定では人狼にも人間にも数えません。\n人狼/銀狼/一匹狼/殺人鬼/暗殺者が猫又襲撃に成功すると、猫又を襲撃したすべての銀狼/一匹狼/殺人鬼/暗殺者と、\n猫又に襲撃をセットした人狼の中からランダムで1人(ランダムで猫又襲撃ならすべての人狼の中からランダムで1人)が猫又と同時に無残な姿になります。\n猫又が処刑されると、人狼側以外からランダムで1人が猫又の呪いによって道連れにされます。\nダミーがこの役職になった場合は何も起こりません。\n能力発動メッセージ（処刑された場合）\n猫又の呪いで、画像職人 ガリレイ が道連れにされました。\n能力発動メッセージ（襲撃された場合）\n猫又の呪いで、人狼猫 アイナス が道連れにされました。\n
狛犬	狛犬（狛）【村人陣営】[占:●][霊:●][数:×][狼:×][妖:×][呪:×]\n終了判定では人狼にも人間にも数えません。\n自身も護衛できる狩人です。\n但し占い/霊能共に人狼と判定されます。\nセットメッセージ\nエヴァンス do は エヴァンス do を護衛します。\nエヴァンス do は護衛対象選択を取り消します。\n能力発動メッセージ\nエヴァンス do は、エヴァンス do を護衛しています。\nエヴァンス do は、エヴァンス do を護衛しています。(ランダム)\n
神話マニア	神話マニア（マ）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n初日の夜に対象を1人選択します。選択した対象と同じ役職・陣営になります。\nセット型能力者(占い師、狩人、ＱＰなど)をコピーした場合はコピーした日のみ能力を使用しません。\nセットメッセージ\nおっぱい！ おっぱいさん は seto 瀬戸 の能力をコピーします。\nおっぱい！ おっぱいさん はコピー対象選択を取り消します。\n能力発動メッセージ\nおっぱい！ おっぱいさん は seto 瀬戸 の能力をコピーして 風来狩人 になりました。\nおっぱい！ おっぱいさん は seto 瀬戸 の能力をコピーして 風来狩人 になりました。(ランダム)\n
邪気眼使い	邪気眼使い（厨）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n選ばれし者が持つという第三の眼、邪気眼の使い手です。\n占い能力を持っていると信じていて占えますが占い結果はランダムです。一度占った相手を再度占っても結果は変わりません。\n自分自身では占い師なのか邪気眼使いなのかわかりません。\n
邪気腕遣い	邪気腕遣い（腕）【村人陣営】\n自分が狩人だと信じている村人です。護衛をセットできますが何ら効果はありません。\n自分自身では狩人なのか邪気腕遣いなのかわかりません。\nセットメッセージ\n愛の伝道師 Shun は 管理者 あどみん を護衛します。\n愛の伝道師 Shun は護衛対象選択を取り消します。\n能力発動メッセージ\n愛の伝道師 Shun は、管理者 あどみん を護衛しています。\n愛の伝道師 Shun は、管理者 あどみん を護衛しています。(ランダム)\n
邪気腕使い	邪気腕遣い（腕）【村人陣営】\n自分が狩人だと信じている村人です。護衛をセットできますが何ら効果はありません。\n自分自身では狩人なのか邪気腕遣いなのかわかりません。\nセットメッセージ\n愛の伝道師 Shun は 管理者 あどみん を護衛します。\n愛の伝道師 Shun は護衛対象選択を取り消します。\n能力発動メッセージ\n愛の伝道師 Shun は、管理者 あどみん を護衛しています。\n愛の伝道師 Shun は、管理者 あどみん を護衛しています。(ランダム)\n
クルモン	クルモン（ク）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\nくるくる～\nねじれの守り神です。\nクルモンが生存している限りかならず村が勝利します。（【陣営変化】or 悪霊時は除く）\nクルモンはクルモン語でしか喋られません。オプションで【クルモン語翻訳】を付けると翻訳されます。\n任意でくるくる～して他者をクルモン化することもできます。特に意味はありません。\nオプションで【共鳴会話】をONにすると共鳴会話を使えるようになります。\nセットメッセージ\nくる～♪（くるくる～ クルモン は 管理者 あどみん にくるくる～！）\nくる～？（くるくる～ クルモン はくるくる～対象選択を取り消します。）\nくる～…（くるくる～ クルモン はくるくる～しません。）\n能力発動メッセージ\nくるくる～♪（くるくる～ クルモン は 管理者 あどみん にくるくる～♪）\nくるくる～♪（くるくる～ クルモン は 管理者 あどみん にくるくる～♪(ランダム)）\n
悪鬼	悪鬼（劔）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n護衛を成功させると襲撃をセットした人狼のうち一人を返り討ちにします。\nその後善悪相殺の理で人狼陣営以外からランダムで一人斬ります。もちろん護衛先も含まれます。\n結果的に護衛成功するとその日の朝には2人の犠牲者が出ることになります。\n人狼以外の襲撃できる役職から護衛が成功すると、襲撃者は全て返り討ちにして、返り討ちにした数だけその役職の陣営以外の中からランダムで斬ります。\nセットメッセージ\n◆IndexIsVCs 目次神 は リア狂 ドガピン を護衛します。\n◆IndexIsVCs 目次神 は護衛対象選択を取り消します。\n能力発動メッセージ\n◆IndexIsVCs 目次神 は、リア狂 ドガピン を護衛しています。\n◆IndexIsVCs 目次神 は、リア狂 ドガピン を護衛しています。(ランダム)\n護衛が成功した場合（襲撃側表示）\n人狼猫 アイナス は返り討ちにあいました。\n護衛が成功した場合（悪鬼側表示）\n善悪相殺。 ◆IndexIsVCs 目次神 は リア狂 ドガピン を斬りました。\n
騎士	騎士（騎）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n護衛を成功させると護衛先に護衛した者の名前と護衛成功メッセージが表示される狩人です。\n騎士本人は護衛が成功したか判別できません。\n※【連続護衛制限】オプションがONの時は1日おきに護衛し続けます。\nセットメッセージ\n(｡･（ｴ）･｡) くま は てへぺろ カイエン を護衛します。\n(｡･（ｴ）･｡) くま は護衛対象選択を取り消します。\n能力発動メッセージ\n(｡･（ｴ）･｡) くま は、てへぺろ カイエン を護衛しています。\n(｡･（ｴ）･｡) くま は、てへぺろ カイエン を護衛しています。(ランダム)\n護衛が成功した場合（護衛先表示）\nてへぺろ カイエン は (｡･（ｴ）･｡) くま によって守られたようです。\n
悪女	悪女（局）【恋人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n初日に二股します。\n一人は本当の恋人、もう一人は恋人と表示されるが本当は恋してない陣営です。\nようするに一人は遊びで表示だけ恋人でそのままの陣営、もう一人は普通に求婚された感じになります。\nセットメッセージ\nokan_okan おかん は 妖精 めりー に愛を求め、ジャンキー ピノ をキープします。\nokan_okan おかん は求愛対象選択と遊び相手対象選択を取り消します。\n能力発動メッセージ\nokan_okan おかん は 公式アカウント Twister に愛を求めました。\nokan_okan おかん と 妖精 めりー は恋に落ちました。\nさらに ジャンキー ピノ をキープしました。\nokan_okan おかん は 公式アカウント Twister に愛を求めました。(ランダム)\nokan_okan おかん と 妖精 めりー は恋に落ちました。\nさらに ジャンキー ピノ をキープしました。\n
魔女	魔女（箒）【村人陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n終了判定では人間として数えます。\n2日目以降に毒薬と蘇生薬をどちらか1度のみ使用できます。時間切れの場合は使用しなかったことになります。\n薬の使用対象が生存者なら毒薬、死者なら蘇生薬を使用します。BBS形式で処刑者を選択した場合は毒薬を使用したことになります。\n毒薬を使用すると選択した対象が翌朝無残な姿で発見されます。襲撃などと被っても毒薬は消費します。\n蘇生薬を使用すると選択した対象が翌朝墓下からゲームに復帰します。ダミーは蘇生できません。後追いする者を蘇生する場合、その相方を同時に蘇生しなければ蘇生と同時に再度後追いします。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nベイビーポップ babypop は 大泉 ガガガ を毒殺します。\nベイビーポップ babypop は ほむほむ ほむら を蘇生します。\nベイビーポップ babypop は薬使用対象選択を取り消します。\nベイビーポップ babypop は薬を使用しません。\n能力発動メッセージ\nベイビーポップ babypop は 大泉 ガガガ の枕元に毒薬を仕込みました。\nベイビーポップ babypop は ほむほむ ほむら の墓前で蘇生薬を使用しました。\n
復讐者	復讐者（復）【復讐者陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n初日に指定した1人（ダミー以外）へ復讐を誓い仇敵にします。\n仇敵が死亡し、自分が最後まで生き残っていれば勝ちです。ただし恋人が残っていれば恋人が優先されます。\n最後まで生存していても2人とも生存していたら勝利にはなりません。\nセットメッセージ\n番茶 てぃー は ほむほむ ほむら に復讐を誓います。\n番茶 てぃー は復讐対象選択を取り消します。\n能力発動メッセージ\n番茶 てぃー は ほむほむ ほむら に復讐を誓いました。\n番茶 てぃー と ほむほむ ほむら はこの村で勝敗を決します。\n番茶 てぃー は ほむほむ ほむら に復讐を誓いました。(ランダム)\n番茶 てぃー と ほむほむ ほむら はこの村で勝敗を決します。\n
戦乙女	戦乙女（戦）【復讐者陣営】[占:○][霊:○][数:○][狼:×][妖:×][呪:×]\n戦死者を選定しエインフェリアを見定めるワルキューレ（ヴァルキリー）です。\n初日に指定した二人（ダミー以外）を選定し仇敵にします。自分を選ぶことも可能です。\n自分が死んでも仇敵が復讐を遂げ最後まで生き残れば勝ちです。\n自分に選択しなかった場合、仇敵にした2人が死ぬと勝つことができなくなります。\n（要するに仇敵版キューピッドです）\nセットメッセージ\nnullpo_495 nullpo は 人狼猫 アイナス と 大泉 ガガガ を見定めます。\nnullpo_495 nullpo は選定を取り消します。\n能力発動メッセージ\nnullpo_495 nullpo は英霊を選定します。\n人狼猫 アイナス と 大泉 ガガガ はこの村で勝敗を決します。\nnullpo_495 nullpo は英霊を選定します。(ランダム)\n人狼猫 アイナス と 大泉 ガガガ はこの村で勝敗を決します。\n
